term,Plot freq,Negative freq,Positive freq
nolan shows,0,0,1
shows here,0,0,1
can handle,0,0,1
handle clever,0,0,1
clever material,0,0,1
material with,0,0,1
a flair,0,0,1
registers,0,0,1
complements,0,0,1
registers as,0,0,1
superb intricate,0,0,1
intricate emotional,0,0,1
emotional thriller,0,0,1
thriller complete,0,0,1
an ending,0,0,3
that complements,0,0,1
complements the,0,0,1
s intelligence,0,1,1
remarkable for,0,0,2
its intelligence,0,0,1
and intensity,0,0,1
meanders between,0,1,0
between its,0,2,0
its powerful,0,1,0
powerful moments,0,1,0
bravely,0,0,1
delve,0,0,1
ambivalence,0,0,1
ambiguity,0,0,1
nolan bravely,0,0,1
bravely treads,0,0,1
treads where,0,0,1
where few,0,0,2
few american,0,0,1
american films,0,0,1
films dare,0,0,1
to delve,0,0,1
delve into,0,0,1
of ambivalence,0,0,1
ambivalence and,0,0,1
and ambiguity,0,0,1
swords,0,0,1
helm,0,1,1
traditionally,0,0,2
surrendering,0,0,1
composure,0,0,1
nolan proves,0,0,1
can cross,0,0,1
cross swords,0,0,1
swords with,0,0,1
and helm,0,0,1
helm a,0,0,1
more traditionally,0,0,1
traditionally plotted,0,0,1
plotted popcorn,0,0,1
popcorn thriller,0,0,1
thriller while,0,0,1
while surrendering,0,0,1
surrendering little,0,0,1
his intellectual,0,0,1
intellectual rigor,0,0,1
rigor or,0,0,1
or creative,0,0,1
creative composure,0,0,1
penetrating,0,0,1
undercurrent,0,0,1
cerebral,0,0,1
cinemantic,0,0,1
lends,0,1,3
while insomnia,0,0,1
ways a,0,0,1
conventional even,0,0,1
even predictable,0,0,1
predictable remake,0,0,1
remake nolan,0,0,1
nolan s,0,0,1
s penetrating,0,0,1
penetrating undercurrent,0,0,1
undercurrent of,0,0,1
of cerebral,0,0,1
cerebral and,0,0,1
and cinemantic,0,0,1
cinemantic flair,0,0,1
flair lends,0,0,1
lends it,0,0,1
it stimulating,0,0,1
stimulating depth,0,0,1
smart script,0,0,2
script and,0,4,4
obsessive compulsive,0,0,1
compulsive s,0,0,1
elect,0,0,1
imposed,0,0,1
sake,0,1,2
new insomnia,0,0,1
surprisingly faithful,0,0,1
faithful remake,0,0,1
its chilly,0,0,1
chilly predecessor,0,0,1
predecessor and,0,0,1
does elect,0,0,1
elect to,0,0,1
to head,0,0,1
head off,0,0,1
own direction,0,0,1
direction it,0,0,1
it employs,0,0,2
employs changes,0,0,1
changes that,0,0,1
that fit,0,0,1
fit it,0,0,1
it well,0,0,1
well rather,0,0,1
than ones,0,0,1
ones that,0,0,2
were imposed,0,0,1
imposed for,0,0,1
the sake,0,1,2
sake of,0,1,2
of commercial,0,0,1
commercial sensibilities,0,0,1
policiales,0,0,1
últimos,0,0,1
tiempos,0,0,1
de los,0,0,2
los policiales,0,0,1
policiales más,0,0,1
más interesantes,0,0,1
interesantes de,0,0,1
los últimos,0,0,1
últimos tiempos,0,0,1
upping,0,0,1
ante,0,0,1
pacino and,0,0,1
and williams,0,0,1
williams seem,0,0,1
keep upping,0,0,1
upping the,0,0,1
the ante,0,0,1
ante on,0,0,1
on each,0,1,1
other just,0,0,1
characters do,0,0,1
do in,0,0,2
what results,0,0,1
results is,0,0,1
from either,0,0,1
either in,0,0,1
studiously,0,1,0
avoids,0,1,0
nothing provocative,0,1,0
provocative about,0,1,0
film save,0,1,0
save for,0,1,0
it studiously,0,1,0
studiously avoids,0,1,0
avoids provoking,0,1,0
provoking thought,0,1,0
it proves,0,0,1
proves quite,0,0,1
quite compelling,0,0,1
an intense,0,0,2
intense brooding,0,0,1
brooding character,0,0,1
jockey,0,0,1
spotlight,0,0,1
the hook,0,2,1
hook is,0,0,1
drama within,0,0,1
drama as,0,0,1
an unsolved,0,0,1
unsolved murder,0,0,1
an unresolved,0,0,1
unresolved moral,0,0,1
moral conflict,0,0,1
conflict jockey,0,0,1
jockey for,0,0,1
the spotlight,0,0,1
awake,0,0,3
ll keep,0,0,3
you wide,0,0,1
wide awake,0,0,2
awake and,0,0,1
very tense,0,0,1
deprived,0,0,1
dormer,0,0,1
increasing,0,0,1
weariness,0,0,1
existential,0,0,1
physical,0,0,2
pacino is,0,0,2
brilliant as,0,0,1
the sleep,0,0,1
sleep deprived,0,0,1
deprived dormer,0,0,1
dormer his,0,0,1
his increasing,0,0,1
increasing weariness,0,0,1
weariness as,0,0,1
much existential,0,0,1
existential as,0,0,1
is physical,0,0,1
acting alone,0,0,1
surrenders,0,0,2
insomnia loses,0,0,1
loses points,0,0,1
points when,0,0,1
it surrenders,0,0,1
surrenders to,0,0,2
formulaic bang,0,0,1
bang bang,0,0,1
bang shoot,0,0,1
up scene,0,0,1
scene at,0,0,1
the conclusion,0,0,1
of pacino,0,0,2
pacino williams,0,0,1
williams and,0,1,1
and swank,0,0,1
swank keep,0,0,1
viewer wide,0,0,1
awake all,0,0,1
psychologically,0,1,1
a psychologically,0,0,1
psychologically rich,0,0,1
suspenseful moral,0,0,1
moral thriller,0,0,1
a stellar,0,0,1
stellar performance,0,0,1
by al,0,0,1
al pacino,0,0,2
sanded,0,0,1
darned,0,0,4
even with,0,2,3
those rough,0,0,1
rough edges,0,0,1
edges safely,0,0,1
safely sanded,0,0,1
sanded down,0,0,1
the american,0,1,3
american insomnia,0,0,1
still pretty,0,0,2
pretty darned,0,0,2
darned good,0,0,2
artful,0,0,3
confines,0,0,1
an artful,0,0,1
artful intelligent,0,0,1
that stays,0,0,1
stays within,0,0,1
the confines,0,0,1
confines of,0,0,1
established genre,0,0,1
is involving,0,0,1
still i,0,0,2
thought it,0,0,1
very deliberate,0,0,1
deliberate stylish,0,0,1
and precise,0,0,1
precise game,0,0,1
of psychological,0,0,2
psychological thrills,0,0,1
thrills that,0,0,1
keep your,0,1,1
your head,0,3,3
head spinning,0,0,1
spinning and,0,0,1
your eyes,0,0,2
eyes squinting,0,0,1
squinting until,0,0,1
eclipse,0,0,1
insomnia does,0,0,1
not become,0,0,1
become one,0,0,1
rare remakes,0,0,1
remakes to,0,0,1
to eclipse,0,0,1
eclipse the,0,0,1
t disgrace,0,0,1
disgrace it,0,0,1
it either,0,1,1
loathing,0,0,1
this remake,0,2,1
remake gets,0,0,1
gets all,0,0,1
peculiar premise,0,0,1
premise with,0,0,1
promise al,0,0,1
pacino loathing,0,0,1
loathing robin,0,0,1
most remakes,0,0,1
remakes the,0,0,1
the nolan,0,0,1
nolan insomnia,0,0,1
pale retread,0,0,1
retread but,0,0,1
re examination,0,0,1
material like,0,0,1
new production,0,0,1
good play,0,0,1
a deftly,0,0,1
deftly entertaining,0,0,1
film smartly,0,0,1
smartly played,0,0,1
played and,0,0,1
smartly directed,0,0,1
adrenalin,0,0,2
runs on,0,0,1
the pure,0,0,1
pure adrenalin,0,0,1
adrenalin of,0,0,1
pacino s,0,0,1
procedural,0,2,1
preconceived,0,0,1
s gripping,0,0,1
gripping entertainment,0,0,1
entertainment in,0,0,1
popular vein,0,0,1
vein the,0,0,1
police procedural,0,2,1
procedural that,0,0,1
nevertheless follows,0,0,1
follows no,0,0,1
no preconceived,0,0,1
preconceived formulas,0,0,1
poised,0,1,1
allows us,0,0,1
to hope,0,2,1
hope that,0,1,1
that nolan,0,0,1
nolan is,0,0,1
is poised,0,0,1
poised to,0,1,1
to embark,0,0,1
embark a,0,0,1
major career,0,0,1
commercial yet,0,0,1
yet inventive,0,0,1
inventive filmmaker,0,0,1
integrated,0,0,1
thriller whose,0,0,1
whose style,0,0,1
style structure,0,0,1
structure and,0,0,1
and rhythms,0,0,1
rhythms are,0,0,1
so integrated,0,0,1
integrated with,0,0,1
story you,0,0,1
you cannot,0,1,1
cannot separate,0,0,1
separate them,0,0,1
perceptions,0,0,1
continually challenges,0,0,1
challenges perceptions,0,0,1
perceptions of,0,0,1
of guilt,0,0,1
guilt and,0,0,1
and innocence,0,0,1
innocence of,0,0,1
guys and,0,0,1
and asks,0,0,1
us whether,0,0,1
whether a,0,0,1
a noble,0,0,1
noble end,0,0,1
end can,0,0,1
can justify,0,0,1
justify evil,0,0,1
evil means,0,0,1
psycho,0,1,0
hmmmmm,0,1,0
and psycho,0,1,0
psycho killer,0,1,0
killer and,0,1,0
think hmmmmm,0,1,0
zzzzzzzzz,0,1,0
think zzzzzzzzz,0,1,0
hitchcockian,0,0,3
tingle,0,0,2
senses,0,0,2
picture in,0,0,2
the hitchcockian,0,0,1
hitchcockian tradition,0,0,1
tradition designed,0,0,1
to purely,0,0,1
purely tingle,0,0,1
tingle your,0,0,1
your senses,0,0,1
senses amp,0,0,1
amp a,0,1,1
thinking person,0,0,1
person s,0,0,1
s drama,0,0,1
that constantly,0,0,1
constantly defies,0,0,1
defies you,0,0,1
ask what,0,0,1
what would,0,0,1
would you,0,0,2
you do,0,0,1
laddish,0,1,0
so laddish,0,1,0
laddish and,0,1,0
and juvenile,0,1,0
juvenile only,0,1,0
only teenage,0,1,0
teenage boys,0,2,0
boys could,0,1,0
could possibly,0,2,0
possibly find,0,1,0
it funny,0,1,1
keening,0,1,0
mutilating,0,1,0
sideshow,0,1,0
geeks,0,1,0
the mentally,0,1,0
challenged getting,0,1,0
getting their,0,1,0
their fair,0,1,0
fair shot,0,1,0
business but,0,1,0
surely it,0,1,0
of keening,0,1,0
keening and,0,1,0
self mutilating,0,1,0
mutilating sideshow,0,1,0
sideshow geeks,0,1,0
symptom,0,1,0
a symptom,0,1,0
a freedom,0,0,1
freedom to,0,0,2
to watching,0,0,1
watching stunts,0,0,1
stunts that,0,0,1
are this,0,1,1
crude this,0,0,1
this fast,0,0,1
fast paced,0,0,4
this insane,0,0,1
my oh,0,0,1
oh my,0,0,1
my is,0,0,1
this an,0,0,1
an invigorating,0,0,1
invigorating electric,0,0,1
electric movie,0,0,1
insanely hilarious,0,0,1
i haven,0,0,2
t laughed,0,0,1
laughed that,0,0,1
that hard,0,0,1
hard in,0,0,1
partyhow,0,1,0
gross,0,7,0
a perpetual,0,1,0
perpetual frat,0,1,0
frat partyhow,0,1,0
partyhow can,0,1,0
can something,0,1,0
something so,0,1,0
so gross,0,1,0
gross be,0,1,0
so boring,0,1,0
rating,0,2,0
yes i,0,1,0
given this,0,1,0
a rating,0,1,0
rating of,0,1,0
of zero,0,1,0
diss,0,1,0
but fans,0,1,0
show should,0,1,0
not consider,0,1,0
a diss,0,1,0
consider it,0,1,0
it perfection,0,1,0
grossest,0,0,1
perhaps the,0,1,2
the grossest,0,0,1
grossest movie,0,0,1
funny though,0,0,1
name says,0,1,0
says it,0,1,0
candid,0,1,1
marquis,0,1,0
sade,0,1,0
jackass is,0,1,1
a vulgar,0,1,0
and cheap,0,1,0
cheap looking,0,1,0
looking version,0,1,0
of candid,0,1,0
candid camera,0,1,1
camera staged,0,1,0
staged for,0,1,0
the marquis,0,1,0
marquis de,0,1,0
de sade,0,1,0
sade set,0,1,0
pretending,0,0,1
alligator,0,0,2
call me,0,2,1
me crazy,0,0,1
crazy but,0,0,1
but which,0,0,1
which would,0,0,1
you rather,0,0,1
rather see,0,0,1
see tom,0,0,1
tom cruise,0,0,3
cruise pretending,0,0,1
pretending to,0,0,1
be scared,0,0,1
scared or,0,0,1
or steve,0,0,1
steve o,0,0,1
o actually,0,0,1
actually terrified,0,0,1
terrified of,0,0,1
large alligator,0,0,2
grunting,0,0,1
bam,0,0,2
margera,0,0,1
conning,0,0,1
diesel grunting,0,0,1
grunting the,0,0,1
the f,0,0,1
f word,0,0,1
word or,0,0,1
or bam,0,0,1
bam margera,0,0,1
margera conning,0,0,1
conning his,0,0,1
mother into,0,0,1
into saying,0,0,1
saying it,0,0,1
assaults,0,1,0
sanctimony,0,3,0
upheaval,0,1,0
where tom,0,1,0
green stages,0,1,0
stages his,0,1,0
his gags,0,1,0
gags as,0,1,0
as assaults,0,1,0
assaults on,0,1,0
on america,0,1,0
s knee,0,1,0
jerk moral,0,1,0
moral sanctimony,0,1,0
sanctimony jackass,0,1,0
jackass lacks,0,1,0
lacks aspirations,0,1,0
aspirations of,0,1,0
of social,0,2,0
social upheaval,0,1,0
downright,0,3,1
doltish,0,1,0
skunk,0,1,0
odor,0,2,0
this vapid,0,1,0
vapid vehicle,0,1,0
vehicle is,0,1,0
is downright,0,1,0
downright doltish,0,1,0
doltish and,0,1,0
and uneventful,0,1,0
uneventful is,0,1,0
as obvious,0,2,0
obvious as,0,1,0
as telling,0,1,0
a country,0,1,0
country skunk,0,1,0
skunk that,0,1,0
has severe,0,1,0
severe body,0,1,0
body odor,0,1,0
methamphetamines,0,0,1
camera on,0,0,1
on methamphetamines,0,0,1
mais,0,1,2
longo,0,1,0
episódio,0,1,0
programa,0,1,0
este é,0,1,0
é apenas,0,1,0
apenas mais,0,1,0
mais um,0,1,1
um longo,0,1,0
longo episódio,0,1,0
episódio do,0,1,0
do programa,0,1,0
programa da,0,1,0
da mtv,0,1,0
única,0,1,0
diferença,0,1,0
teve,0,1,0
mau,0,1,0
gosto,0,1,0
exibi,0,1,0
cinemas,0,1,0
a única,0,1,0
única diferença,0,1,0
diferença é,0,1,0
é que,0,1,0
que desta,0,1,0
vez a,0,2,0
a paramount,0,1,0
paramount teve,0,1,0
teve o,0,1,0
o mau,0,1,0
mau gosto,0,1,0
gosto de,0,1,0
de exibi,0,1,0
exibi lo,0,1,0
lo nos,0,1,0
nos cinemas,0,1,0
embarrassed,0,0,2
showand,0,0,1
erotic,0,1,1
embarrassed myself,0,0,1
myself about,0,0,1
about laughing,0,0,1
laughing out,0,0,1
loud multiple,0,0,1
multiple times,0,0,2
myself enjoying,0,0,1
enjoying the,0,0,1
movie much,0,0,1
ever enjoyed,0,0,1
enjoyed the,0,0,1
tv showand,0,0,1
showand these,0,0,1
these pseudo,0,0,1
pseudo homo,0,0,1
homo erotic,0,0,1
erotic stunts,0,0,1
jolts,0,0,1
cattle,0,0,1
prod,0,0,1
film jolts,0,0,1
jolts the,0,0,1
laughs from,0,1,1
audience as,0,1,1
if by,0,0,1
by cattle,0,0,1
cattle prod,0,0,1
occasionally really,0,1,0
mount,0,1,0
cogent,0,1,0
marveling,0,1,0
superhuman,0,1,0
withstand,0,1,0
laughed throughout,0,1,0
movie i,0,1,1
i cannot,0,1,0
cannot mount,0,1,0
mount a,0,1,0
a cogent,0,1,0
cogent defense,0,1,0
defense of,0,1,0
entertainment or,0,1,0
even performance,0,1,0
performance art,0,1,0
art although,0,1,0
does leave,0,1,0
you marveling,0,1,0
marveling at,0,1,0
at these,0,1,0
these guys,0,1,0
guys superhuman,0,1,0
superhuman capacity,0,1,0
to withstand,0,1,0
withstand pain,0,1,0
wincing,0,1,0
repugnance,0,1,0
viewer isn,0,1,0
t reacting,0,1,0
to humor,0,1,0
humor so,0,1,0
are wincing,0,1,0
wincing back,0,1,0
in repugnance,0,1,0
headed,0,1,1
burrito,0,1,0
tequila,0,1,0
bender,0,1,1
our culture,0,1,0
culture is,0,1,0
is headed,0,1,0
headed down,0,1,0
toilet with,0,1,0
the ferocity,0,1,0
ferocity of,0,1,0
a frozen,0,1,0
frozen burrito,0,1,0
burrito after,0,1,0
night tequila,0,1,0
tequila bender,0,1,0
bender and,0,1,0
know this,0,1,0
this because,0,1,0
because i,0,2,0
seen jackass,0,1,0
dosage,0,0,1
goofball,0,1,2
most amazing,0,0,1
amazing super,0,0,1
super sized,0,0,1
sized dosage,0,0,1
dosage of,0,0,1
of goofball,0,0,1
goofball stunts,0,0,1
stunts any,0,0,1
any jackass,0,0,1
jackass fan,0,0,1
fan could,0,0,1
could want,0,0,1
certainly one,0,0,1
funniest movies,0,0,1
most irresponsible,0,1,0
irresponsible picture,0,1,0
ever released,0,1,0
released by,0,1,0
major film,0,1,0
film studio,0,1,0
shorn,0,1,0
documentary version,0,1,0
of fight,0,1,0
fight club,0,1,0
club shorn,0,1,0
shorn of,0,1,0
social insight,0,1,0
insight intellectual,0,1,0
intellectual pretension,0,1,0
pretension and,0,1,0
cinematic interest,0,1,0
repulsive,0,1,1
grotesque,0,1,1
a disgusting,0,0,1
disgusting repulsive,0,0,1
repulsive grotesque,0,0,1
grotesque spectacle,0,0,1
spectacle but,0,0,1
also hilarious,0,0,1
and provocative,0,0,1
god help,0,1,1
help me,0,0,1
me thumbs,0,0,1
rendition,0,0,1
sickening,0,1,1
steaming,0,0,1
heaps,0,0,1
critics need,0,0,1
good laugh,0,0,1
laugh too,0,0,1
too and,0,0,2
this too,0,0,1
too extreme,0,0,1
extreme for,0,0,1
tv rendition,0,0,1
rendition of,0,0,1
notorious mtv,0,0,1
mtv show,0,0,1
show delivers,0,0,1
outrageous sickening,0,0,1
sickening sidesplitting,0,0,1
sidesplitting goods,0,0,1
in steaming,0,0,1
steaming visceral,0,0,1
visceral heaps,0,0,1
category,0,3,2
belongs in,0,1,0
the too,0,2,0
too hot,0,1,0
hot for,0,1,0
tv direct,0,1,0
direct to,0,3,0
video dvd,0,1,0
dvd category,0,1,0
category and,0,1,0
why i,0,1,0
given it,0,1,0
one star,0,1,0
star rating,0,1,0
tasteless,0,2,0
witless pointless,0,1,0
pointless tasteless,0,1,0
tasteless and,0,1,0
and idiotic,0,1,0
welt,0,1,0
riot,0,2,1
projectile,0,1,0
sure which,0,1,0
will take,0,1,0
take longer,0,1,0
longer to,0,1,0
heal the,0,1,0
the welt,0,1,0
welt on,0,1,0
on johnny,0,1,0
knoxville s,0,1,0
s stomach,0,1,0
stomach from,0,1,0
a riot,0,1,0
riot control,0,1,0
control projectile,0,1,0
projectile or,0,1,0
or my,0,1,0
own tortured,0,1,0
tortured psyche,0,1,0
jackasses,0,2,0
by jackasses,0,1,0
jackasses for,0,1,0
for jackasses,0,1,0
plotless,0,2,1
plotless collection,0,1,0
of moronic,0,1,0
moronic stunts,0,1,0
stunts is,0,1,0
by far,0,1,0
far the,0,1,1
admitted,0,0,1
humorless,0,1,2
s plotless,0,0,1
plotless shapeless,0,0,1
shapeless and,0,0,1
be admitted,0,0,1
admitted not,0,0,1
entirely humorless,0,0,1
dadaist,0,0,1
more outrageous,0,0,1
outrageous bits,0,0,1
bits achieve,0,0,1
achieve a,0,0,1
a shock,0,0,1
shock you,0,0,1
into laughter,0,0,1
laughter intensity,0,0,1
of almost,0,0,1
almost dadaist,0,0,1
dadaist proportions,0,0,1
s funny,0,0,2
goes because,0,0,1
unencouraging,0,1,0
threefold,0,1,0
expansion,0,1,0
dimwits,0,1,0
pranks,0,2,0
dares,0,1,1
injuries,0,1,0
an unencouraging,0,1,0
unencouraging threefold,0,1,0
threefold expansion,0,1,0
expansion on,0,1,0
former mtv,0,1,0
mtv series,0,1,0
series accompanying,0,1,0
accompanying the,0,1,0
stunt hungry,0,1,0
hungry dimwits,0,1,0
dimwits in,0,1,0
random series,0,1,0
of collected,0,1,0
collected gags,0,1,0
gags pranks,0,1,0
pranks pratfalls,0,1,0
pratfalls dares,0,1,0
dares injuries,0,1,0
injuries etc,0,1,0
cop out,0,1,0
to john,0,1,1
an i,0,1,0
am sam,0,1,0
sam clue,0,1,0
bump,0,1,2
sputter,0,0,1
propaganda,0,2,1
the bump,0,0,1
bump and,0,0,1
and sputter,0,0,1
sputter of,0,0,1
an indie,0,0,1
indie the,0,0,1
big names,0,0,1
names and,0,1,1
and strong,0,1,1
acting pull,0,0,1
pull the,0,0,1
viewer through,0,0,1
this propaganda,0,0,1
propaganda piece,0,0,1
piece by,0,0,1
an edgy,0,0,1
edgy poignant,0,0,1
poignant drama,0,0,1
heart in,0,3,1
rises,0,5,0
potshots,0,1,0
bankrupt,0,1,0
the criticism,0,1,0
criticism never,0,1,0
never rises,0,4,0
rises above,0,4,0
above easy,0,1,0
easy cynical,0,1,0
cynical potshots,0,1,0
potshots at,0,1,0
at morally,0,1,0
morally bankrupt,0,1,0
bankrupt characters,0,1,0
overcomes,0,1,2
envelops,0,0,1
frustration,0,2,1
washington overcomes,0,0,1
overcomes the,0,0,1
s flaws,0,0,1
and envelops,0,0,1
envelops the,0,0,1
s anguish,0,0,1
anguish anger,0,0,1
and frustration,0,1,1
stumbles over,0,1,0
over every,0,1,0
every cheap,0,1,0
cheap trick,0,1,0
trick in,0,1,1
book trying,0,1,0
the outrage,0,1,0
outrage come,0,1,0
come even,0,1,0
even easier,0,1,0
class us,0,1,0
us vs,0,1,0
heartstring,0,1,0
untugged,0,1,0
unplundered,0,1,0
them opera,0,1,0
opera that,0,2,1
leaves no,0,2,0
no heartstring,0,1,0
heartstring untugged,0,1,0
untugged and,0,1,0
no liberal,0,1,0
liberal cause,0,1,0
cause unplundered,0,1,0
the mushy,0,1,0
mushy finale,0,1,0
finale turns,0,1,0
turns john,0,1,0
q into,0,1,0
week tearjerker,0,1,0
issues are,0,1,0
are presented,0,2,0
presented in,0,2,0
lousy way,0,1,0
way complete,0,1,0
s unintentionally,0,1,0
unintentionally funniest,0,1,0
funniest moments,0,1,0
s impossible,0,3,1
say but,0,1,0
statement and,0,1,0
and issue,0,1,0
issue worthy,0,1,0
more thoughtfulness,0,1,0
thoughtfulness and,0,1,0
insight than,0,1,0
a melodramatic,0,1,0
melodramatic and,0,1,0
and wholly,0,2,0
wholly predictable,0,1,0
address,0,0,1
to honestly,0,0,1
honestly address,0,0,1
address the,0,0,1
flaws inherent,0,0,1
in how,0,0,1
how medical,0,0,1
medical aid,0,0,1
aid is,0,0,1
made available,0,0,1
available to,0,0,1
to american,0,0,1
american workers,0,0,1
workers a,0,0,1
more balanced,0,0,1
balanced or,0,0,1
or fair,0,0,1
fair portrayal,0,0,1
sides will,0,0,1
be needed,0,1,1
health,0,2,0
tough being,0,1,0
black man,0,3,0
america especially,0,1,0
man has,0,1,1
has taken,0,2,0
taken away,0,1,0
away your,0,1,0
your car,0,2,0
car your,0,1,0
your work,0,1,0
work hours,0,1,0
hours and,0,2,0
and denied,0,1,0
denied you,0,1,0
you health,0,1,0
health insurance,0,2,0
condone,0,1,0
tortuous,0,1,0
comment,0,1,0
schizophrenia,0,1,0
what john,0,1,0
john does,0,1,0
is heroic,0,1,0
heroic but,0,1,0
t condone,0,1,0
condone it,0,1,0
s stars,0,1,0
stars recently,0,1,0
recently said,0,1,0
said a,0,1,0
a tortuous,0,1,0
tortuous comment,0,1,0
comment that,0,1,0
that perfectly,0,1,0
perfectly illustrates,0,1,0
picture s,0,1,2
moral schizophrenia,0,1,0
choke,0,1,0
yank,0,1,0
a choke,0,1,0
choke leash,0,1,0
leash around,0,1,0
around your,0,1,0
your neck,0,1,1
neck so,0,1,0
so director,0,1,0
director nick,0,1,0
nick cassavetes,0,1,0
cassavetes can,0,1,0
can give,0,1,0
good hard,0,1,0
hard yank,0,1,0
yank whenever,0,1,0
whenever he,0,2,0
wants you,0,1,0
feel something,0,1,1
simpsons,0,1,0
looks much,0,1,0
a cartoon,0,2,0
cartoon in,0,1,0
end than,0,1,0
the simpsons,0,1,0
simpsons ever,0,1,0
ever has,0,1,0
stocked,0,1,0
earnest and,0,2,0
so stocked,0,1,0
stocked with,0,1,0
with talent,0,1,0
talent that,0,1,1
you almost,0,1,0
almost forget,0,1,0
forget the,0,2,0
sheer ponderous,0,1,0
ponderous awfulness,0,1,0
technicians,0,0,1
elevate,0,0,2
and technicians,0,0,1
technicians help,0,0,1
to elevate,0,0,1
elevate john,0,0,1
q above,0,0,1
its source,0,0,4
source material,0,1,3
worth at,0,0,1
one trip,0,0,1
trip to,0,1,1
theater or,0,0,2
or later,0,0,1
later to,0,0,1
store to,0,0,1
efforts are,0,1,0
are sunk,0,1,0
sunk by,0,2,0
the sanctimony,0,1,0
it puts,0,1,0
puts washington,0,1,0
washington as,0,1,1
as honest,0,1,0
honest working,0,1,0
working man,0,1,0
man john,0,1,0
pedestal,0,2,0
archibald on,0,1,0
a pedestal,0,1,0
pedestal then,0,1,0
then keeps,0,1,0
keeps lifting,0,1,0
the pedestal,0,1,0
pedestal higher,0,1,0
aggrieved,0,1,0
unturned,0,2,0
after collateral,0,1,0
damage you,0,1,0
might imagine,0,1,1
that most,0,1,0
most every,0,1,0
every aggrieved,0,1,0
aggrieved father,0,1,0
father cliché,0,1,0
cliché has,0,1,0
been unturned,0,1,0
underscoring,0,1,0
each scene,0,2,0
scene drags,0,1,0
drags underscoring,0,1,0
underscoring the,0,1,0
obvious and,0,1,0
and sentiment,0,1,0
sentiment is,0,1,0
is slathered,0,1,0
the lousy,0,3,0
lousy john,0,1,0
q all,0,1,0
but spits,0,1,0
spits out,0,1,0
out denzel,0,1,0
s fine,0,1,0
fine performance,0,1,0
title role,0,3,0
doubt the,0,2,0
else involved,0,1,0
involved had,0,1,0
had their,0,1,0
their hearts,0,1,0
hearts in,0,1,0
where their,0,1,0
their heads,0,2,0
heads were,0,1,0
were is,0,1,0
is anyone,0,1,0
anyone s,0,1,1
s guess,0,1,0
philosophically,0,1,0
logistically,0,1,0
philosophically intellectually,0,1,0
intellectually and,0,1,0
and logistically,0,1,0
logistically a,0,1,0
scripted,0,3,0
forgets,0,1,0
unfolding,0,1,1
spread,0,1,0
poorly scripted,0,1,0
scripted preachy,0,1,0
preachy fable,0,1,0
fable that,0,1,0
that forgets,0,1,0
forgets about,0,1,0
about unfolding,0,1,0
unfolding a,0,1,0
a coherent,0,2,0
coherent believable,0,1,0
believable story,0,1,1
its zeal,0,1,0
zeal to,0,1,0
to spread,0,1,0
spread propaganda,0,1,0
lionize,0,1,0
ham,0,2,1
fisted,0,2,0
sermon,0,1,0
content merely,0,1,0
merely to,0,1,0
to lionize,0,1,0
lionize its,0,1,0
exploit his,0,1,0
his anger,0,1,0
anger all,0,1,0
for easy,0,2,0
easy sanctimony,0,1,0
sanctimony formulaic,0,1,0
formulaic thrills,0,1,0
a ham,0,1,0
ham fisted,0,2,0
fisted sermon,0,1,0
sermon on,0,1,0
the need,0,2,1
need for,0,2,1
for national,0,1,0
national health,0,1,0
overwrought,0,2,0
parodied,0,1,0
earnest so,0,1,0
so overwrought,0,1,0
overwrought and,0,1,0
so wildly,0,1,0
